Fold,Classifier,Accuracy,Precision,Recall,Specificity,F1,GM,FPR,AUC,MCC,Kappa,Balanced Accuracy,Training Time (s)
1,CatBoost,0.9986342684800547,0.9881422924901185,1.0,0.9984588711230977,0.9940357852882704,0.9992291384477825,0.001541128876902331,0.9999131188595647,0.9932871880119433,0.9932646576006114,0.9992294355615489,17.020610332489014
2,CatBoost,0.9988049849200478,0.9896091044037605,1.0,0.9986515122327104,0.9947774185525988,0.9993255286605613,0.0013484877672895396,0.9999315160855327,0.9941200272764219,0.9941027405374109,0.9993257561163552,16.82014489173889
3,CatBoost,0.9988049849200478,0.9896091044037605,1.0,0.9986515122327104,0.9947774185525988,0.9993255286605613,0.0013484877672895396,0.9999354331214281,0.9941200272764219,0.9941027405374109,0.9993257561163552,18.56231164932251
4,CatBoost,0.998975701360041,0.9910802775024777,1.0,0.9988441533423232,0.9955201592832255,0.9994219095768929,0.0011558466576767482,0.9999340204199576,0.9949546425220785,0.9949419148688552,0.9994220766711617,16.71534562110901
5,CatBoost,0.998975701360041,0.9910802775024777,1.0,0.9988441533423232,0.9955201592832255,0.9994219095768929,0.0011558466576767482,0.9999188659860014,0.9949546425220785,0.9949419148688552,0.9994220766711617,17.815322160720825
6,CatBoost,0.9984635520400614,0.986679822397632,1.0,0.9982662300134849,0.9932952570151478,0.9991327389358657,0.0017337699865151224,0.9998254029409877,0.9924561181912572,0.9924276639307078,0.9991331150067424,18.395955801010132
7,CatBoost,0.998577363000057,0.9876543209876543,1.0,0.9983946574198934,0.9937888198757764,0.999197006310514,0.0016053425801065948,0.9999607975341938,0.9930099684553758,0.992985538785903,0.9991973287099467,17.51500916481018
8,CatBoost,0.9989187958800433,0.9905894006934126,1.0,0.998779939639119,0.9952724558347847,0.999389783637555,0.001220060360881012,0.9998592756694279,0.9946762397040143,0.9946620686940649,0.9993899698195595,17.007786989212036
9,CatBoost,0.9987480794400501,0.9891196834817013,1.0,0.9985872985295062,0.9945300845350572,0.9992933996227065,0.0014127014704938034,0.9999315160855327,0.9938422171805503,0.993823258397594,0.9992936492647531,16.815054655075073
10,CatBoost,0.9991463692237651,0.9925558312655087,1.0,0.9990367325969689,0.9962640099626401,0.9995182502570771,0.0009632674030310815,0.9999274017467249,0.9957910094932382,0.9957821517714867,0.9995183662984845,18.362343072891235
1,KNN,0.998577363000057,0.9891035165923725,0.9985,0.9985872985295062,0.9937795471510326,,,,,,0.9985436492647531,0.1812427043914795
2,KNN,0.9988618904000455,0.9925373134328358,0.9975,0.999036794451936,0.9950124688279302,,,,,,0.998268397225968,0.054822683334350586
3,KNN,0.9989187958800433,0.9920516641828118,0.9985,0.9989725807487317,0.9952653874906554,,,,,,0.998736290374366,0.03972935676574707
4,KNN,0.998975701360041,0.9930348258706467,0.998,0.9991010081551404,0.9955112219451372,,,,,,0.9985505040775702,0.053974151611328125
5,KNN,0.9993171342400273,0.9965034965034965,0.9975,0.9995505040775702,0.9970014992503748,,,,,,0.9985252520387851,0.03972625732421875
6,KNN,0.9989187958800433,0.9930313588850174,0.9975,0.9991010081551404,0.995260663507109,,,,,,0.9983005040775702,0.05297517776489258
7,KNN,0.9990895123200364,0.9945164506480558,0.9975,0.9992936492647531,0.9960059910134798,,,,,,0.9983968246323766,0.039783477783203125
8,KNN,0.9986342684800547,0.9905660377358491,0.9975,0.998779939639119,0.9940209267563528,,,,,,0.9981399698195595,0.05212807655334473
9,KNN,0.9990326068400387,0.9940209267563528,0.9975,0.9992294355615489,0.9957574245071126,,,,,,0.9983647177807744,0.04031252861022949
10,KNN,0.9987480081948554,0.9920398009950249,0.997,0.9989725147701002,0.9945137157107232,,,,,,0.9979862573850501,0.053826093673706055
1,MLP,0.9988618904000455,0.9900990099009901,1.0,0.9987157259359147,0.9950248756218906,,,,,,0.9993578629679574,13.244828939437866
2,MLP,0.9990326068400387,0.992548435171386,0.999,0.999036794451936,0.9957637677547969,,,,,,0.9990183972259681,9.669009447097778
3,MLP,0.999374039720025,0.9945300845350572,1.0,0.9992936492647531,0.9972575417601596,,,,,,0.9996468246323765,8.248884201049805
4,MLP,0.9992033232800319,0.9940298507462687,0.999,0.9992294355615489,0.9965087281795512,,,,,,0.9991147177807744,10.372149467468262
5,MLP,0.999374039720025,0.9950223992035838,0.9995,0.9993578629679574,0.9972561736093789,,,,,,0.9994289314839787,9.417689323425293
6,MLP,0.9986911739600524,0.9891142998515586,0.9995,0.9985872985295062,0.9942800298433225,,,,,,0.9990436492647532,7.588978052139282
7,MLP,0.9991464178000341,0.9925558312655087,1.0,0.999036794451936,0.9962640099626401,,,,,,0.999518397225968,7.392258405685425
8,MLP,0.9990326068400387,0.9920595533498759,0.9995,0.9989725807487317,0.9957658779576588,,,,,,0.9992362903743659,8.679178237915039
9,MLP,0.9992602287600296,0.9945246391239423,0.999,0.9992936492647531,0.9967572960838115,,,,,,0.9991468246323765,7.6117658615112305
10,MLP,0.9991463692237651,0.9935355544505221,0.999,0.9991651682507064,0.9962602842183994,,,,,,0.9990825841253532,7.471711158752441
